Unnamed: 0,geometry,name,place_id,rating,types,vicinity,cords,reviewers
3892,"{'location': {'lat': 41.2064663, 'lng': 16.5983489}, 'viewport': {'northeast': {'lat': 41.20776217989272, 'lng': 16.59969622989272}, 'southwest': {'lat': 41.20506252010728, 'lng': 16.59699657010728}}}",La Rosa Marina,ChIJKaP037v5RxMR7SbcqfWUw9g,3.9,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via S. Girolamo, Molfetta","41.206466,16.598349","['Antonia', 'Vittoria', 'Dario', 'Sciancalepore', 'Roberta', 'Di', 'Caterino', 'Leo', 'Lunanova', 'Oronzo', 'AMOROSINI']"
3893,"{'location': {'lat': 41.1977148, 'lng': 16.597373}, 'viewport': {'northeast': {'lat': 41.19906602989273, 'lng': 16.59873102989272}, 'southwest': {'lat': 41.19636637010728, 'lng': 16.59603137010728}}}",Carne Diem,ChIJMU_0j8b5RxMRREND5Tx0Qkw,3.8,"['restaurant', 'point_of_interest', 'food', 'establishment']","Piazza Effrem, 13, Molfetta","41.197715,16.597373","['angelo', 'gadaleta', 'Sara', 'Minervini', 'Onofrio', 'Delrosso', 'lucio', 'mancini', 'Pietro', 'Monopoli']"
3894,"{'location': {'lat': 41.1966664, 'lng': 16.5964526}, 'viewport': {'northeast': {'lat': 41.19798152989272, 'lng': 16.59782717989272}, 'southwest': {'lat': 41.19528187010727, 'lng': 16.59512752010728}}}",Ristorante Pizzeria La Piedigrotta,ChIJP0Zs0sX5RxMRM046lYvDeCw,3.8,"['restaurant', 'point_of_interest', 'food', 'establishment']","Piazza Aldo Moro, 22, Molfetta","41.196666,16.596453","['Dario', 'Sciancalepore', 'Shadow', 'Kill97', 'Alex', 'Palmer', 'Mariangela', 'Ciccolella', 'Mirella', 'Germinario']"
3895,"{'location': {'lat': 41.1914744, 'lng': 16.5898895}, 'viewport': {'northeast': {'lat': 41.19284142989272, 'lng': 16.59114547989272}, 'southwest': {'lat': 41.19014177010727, 'lng': 16.58844582010727}}}",Pizza e Panuozzo,ChIJIeYqu9H5RxMR_nz8pCANlbo,3.8,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Molfettesi D'Argentina, 59, Molfetta","41.191474,16.589890","['angelo', 'gadaleta', 'Mauri', 'Pelle', 'Ivana', 'De', 'Robertis', 'Simone', 'Boccanegra', 'Elena', 'Valentini']"
3896,"{'location': {'lat': 41.2047426, 'lng': 16.5996179}, 'viewport': {'northeast': {'lat': 41.20609242989272, 'lng': 16.60096772989272}, 'southwest': {'lat': 41.20339277010728, 'lng': 16.59826807010727}}}",Cin Cin Bar,ChIJzTFLLrn5RxMRpFJ4JvBLPSc,4.3,"['restaurant', 'cafe', 'bakery', 'bar', 'meal_takeaway', 'store', 'point_of_interest', 'food', 'establishment']","Via Dante Alighieri, 30, Molfetta","41.204743,16.599618","['Sarah', 'Rachel', 'Jon', 'Wedge', 'Linda', 'De', 'Candia', 'Sergio', 'Giovanni', 'vito', 'arciuli']"
3897,"{'location': {'lat': 41.1995519, 'lng': 16.6014488}, 'viewport': {'northeast': {'lat': 41.20094242989271, 'lng': 16.60282192989272}, 'southwest': {'lat': 41.19824277010727, 'lng': 16.60012227010728}}}",Il Piccolo Rifugio,ChIJn5Wn6MD5RxMRj-DYPY-AI5I,4.2,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Adele Cairoli, 74, Molfetta","41.199552,16.601449","['davide', 'uva', 'Davide', 'Minervini', 'angelo', 'gadaleta', 'Fabio', 'Tricarico', 'Marcello', 'Mastrorilli']"
3898,"{'location': {'lat': 41.205107, 'lng': 16.589208}, 'viewport': {'northeast': {'lat': 41.20644702989273, 'lng': 16.59055377989272}, 'southwest': {'lat': 41.20374737010728, 'lng': 16.58785412010728}}}",Pizzeria I Monelli Di Spagnoletta Carmen,ChIJzyC4Z7b5RxMRE2MyNsxxt1A,3.9,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Madonna dei Martiri, 112, Molfetta","41.205107,16.589208","['Domenico', 'Del', 'Colle', 'Giovanni', 'Caradonna', 'Fabio', 'Gesmundo', 'andrea', 'castriotta', 'giulio', 'torchetti']"
3899,"{'location': {'lat': 41.19460309999999, 'lng': 16.592069}, 'viewport': {'northeast': {'lat': 41.19593652989273, 'lng': 16.59341112989272}, 'southwest': {'lat': 41.19323687010728, 'lng': 16.59071147010728}}}",Pizzeria Amore E Fantasia,ChIJy8ZIvM_5RxMRhdL7lLxcO9o,4.1,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Monsignor Salvucci, 8, Molfetta","41.194603,16.592069","['Michelangelo', 'Gagliardi', 'idaisabella', 'Angrisani', 'Gaetano', 'Abbattista', 'Stefania', 'Minervini', 'angelo', 'gadaleta']"
3900,"{'location': {'lat': 41.20267399999999, 'lng': 16.5923061}, 'viewport': {'northeast': {'lat': 41.20403102989272, 'lng': 16.59363122989272}, 'southwest': {'lat': 41.20133137010728, 'lng': 16.59093157010728}}}",Cip & Ciop di Annacondia Giuseppe Domenico,ChIJSWT3H8j5RxMRd1yYWc7f8nk,4.4,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Giordano Bruno, 11, Molfetta","41.202674,16.592306","['Cipri', 'Drk', 'Tommaso', 'Sciancalepore', 'SamuArx_', 'ITA', 'davide', 'uva', 'Gabriele', 'Facchini']"
3901,"{'location': {'lat': 41.2048897, 'lng': 16.5960006}, 'viewport': {'northeast': {'lat': 41.20623952989272, 'lng': 16.59735042989272}, 'southwest': {'lat': 41.20353987010728, 'lng': 16.59465077010728}}}",I due Foscari ristorante,ChIJdSzxrbn5RxMR3d4Xl2IM8Js,4.1,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via S. Domenico, n. 15/17, Molfetta","41.204890,16.596001","['Galina', 'Lokshina', 'Michele', 'Spadavecchia', 'Elisabetta', 'Siotto', 'francesca', 'cappelluti', 'Dario', 'Sciancalepore']"
3902,"{'location': {'lat': 41.2045871, 'lng': 16.5983011}, 'viewport': {'northeast': {'lat': 41.20597027989272, 'lng': 16.59963677989273}, 'southwest': {'lat': 41.20327062010728, 'lng': 16.59693712010728}}}",Tavernetta,ChIJHcFDIrn5RxMRlt_nbtNORtE,4.1,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Domenico Picca, 3/5, Molfetta","41.204587,16.598301","['Galina', 'Lokshina', 'Justyna', 'Nowakowska', 'Diletta', 'Iervolino', 'Elisabetta', ""D'Amico"", 'ANNA', 'MARIA', 'ALTOMARE']"
3903,"{'location': {'lat': 41.2021325, 'lng': 16.6028366}, 'viewport': {'northeast': {'lat': 41.20356182989272, 'lng': 16.60400162989272}, 'southwest': {'lat': 41.20086217010728, 'lng': 16.60130197010728}}}",Bellavista Lievito Madre Pizzeria Eventi,ChIJ-Sundb_5RxMRGZWn8IMniAY,3.9,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Alessandro Volta, 13, Molfetta","41.202132,16.602837","['Martino', 'Marancia', 'Silvestre', 'Amato', 'Michele', 'Depalo', 'Livio', 'Drago', 'ignazio', 'camporeale']"
3904,"{'location': {'lat': 41.2014483, 'lng': 16.6070967}, 'viewport': {'northeast': {'lat': 41.20284662989272, 'lng': 16.60847357989272}, 'southwest': {'lat': 41.20014697010728, 'lng': 16.60577392010728}}}",The Beatles Pub,ChIJEeNFP5X5RxMRZ_ORuHwFAKo,4.2,"['bar', 'restaurant', 'point_of_interest', 'food', 'establishment']","Lungomare M. Colonna, 112, Molfetta","41.201448,16.607097","['Pakom', 'Marzocca', 'Samuele', 'Bini', 'Vincenzo', 'De', 'Astis', 'Susanna', 'Gagliardi', 'An', 'le']"
3905,"{'location': {'lat': 41.198663, 'lng': 16.5931045}, 'viewport': {'northeast': {'lat': 41.20001282989271, 'lng': 16.59445432989272}, 'southwest': {'lat': 41.19731317010726, 'lng': 16.59175467010728}}}",Pizzeria Quadrifoglio,ChIJETtoo8j5RxMRWemq9ezg95o,3.9,"['restaurant', 'point_of_interest', 'food', 'establishment']",Molfetta,"41.198663,16.593104","['Nicola', 'Altamura', 'Mauro', 'Altamura', 'Luigiantonio', 'Calò', 'GIACINTO', 'DE', 'PALMA', 'Ciprian', 'Hanu']"
3906,"{'location': {'lat': 41.2000254, 'lng': 16.6027585}, 'viewport': {'northeast': {'lat': 41.20138232989272, 'lng': 16.60409902989272}, 'southwest': {'lat': 41.19868267010728, 'lng': 16.60139937010728}}}",Retrogusto,ChIJ6xx-YMD5RxMR8I0YRFIrYMk,4.2,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Baccarini, 61, Molfetta","41.200025,16.602759","['Giulio', 'Cok', 'Marianna', 'Andriani', 'angelo', 'gadaleta', 'michele', 'salvemini', 'Antonio', 'Carlucci']"
3907,"{'location': {'lat': 41.202361, 'lng': 16.604743}, 'viewport': {'northeast': {'lat': 41.20375107989272, 'lng': 16.60612147989272}, 'southwest': {'lat': 41.20105142010728, 'lng': 16.60342182010728}}}",Pizzeria Il ritrovo dei gabbiani,ChIJQ2xV3r_5RxMRCnF_pQJK2wQ,3.9,"['meal_delivery', 'meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']","Lungomare M. Colonna, 92/a, Molfetta","41.202361,16.604743","['Emanuele', '001', 'Alex', 'D.V', 'tamara', 'Gabriella', 'Cirillo', 'Leggenda', 'Nerazzurra']"
3908,"{'location': {'lat': 41.2029903, 'lng': 16.5981837}, 'viewport': {'northeast': {'lat': 41.20430982989272, 'lng': 16.59981927989272}, 'southwest': {'lat': 41.20161017010728, 'lng': 16.59711962010728}}}",Pizzeria AL CAPRICCIO,ChIJAxlslbj5RxMRJju-Clh0BGY,4.4,"['meal_delivery', 'meal_takeaway', 'store', 'restaurant', 'point_of_interest', 'food', 'establishment']","Piazza Vittorio Emanuele, 23, Molfetta","41.202990,16.598184","['Patrizio', 'Tridente', 'Angelo', 'Terracenere', 'Mariangela', 'Lioce', 'Domenico', 'La', 'Candia', 'GIACINTO', 'DE', 'PALMA']"
3909,"{'location': {'lat': 41.2051731, 'lng': 16.5996737}, 'viewport': {'northeast': {'lat': 41.20652072989272, 'lng': 16.60102167989272}, 'southwest': {'lat': 41.20382107010728, 'lng': 16.59832202010728}}}",Aggiungi Un Posto A Tavola Osteria,ChIJFw_VNLn5RxMRLhwG3jQWWKk,4.2,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Macina, 61, Molfetta","41.205173,16.599674","['margherita', 'de', 'cesare', 'Domenico', 'Caputi', 'Calcio', 'Lady', 'Marco', 'Montagna', 'davide', 'uva']"
3910,"{'location': {'lat': 41.1996978, 'lng': 16.6039172}, 'viewport': {'northeast': {'lat': 41.20108227989272, 'lng': 16.60529657989272}, 'southwest': {'lat': 41.19838262010728, 'lng': 16.60259692010728}}}",Michelangelo Pizzeria Al Viale,ChIJz0A-QMD5RxMR6rsFlMA6U3s,4.5,"['restaurant', 'point_of_interest', 'food', 'establishment']","Viale Pio XI, 18, Molfetta","41.199698,16.603917","['Sergio', 'Amato', 'Lorenzo', 'Zelano', 'mimmodomenico', 'spagnoletti', 'mauro', 'belli', 'Michele', 'de', 'Sanctis']"
3911,"{'location': {'lat': 41.1994927, 'lng': 16.5972788}, 'viewport': {'northeast': {'lat': 41.20080507989272, 'lng': 16.59860652989272}, 'southwest': {'lat': 41.19810542010728, 'lng': 16.59590687010727}}}",Pizzeria Rosticceria,ChIJVS50_cb5RxMRb6pThn0PHsE,5.0,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Roma, Molfetta","41.199493,16.597279","['leo', 'cikociko', 'Mauro', 'de', 'Candia']"
3912,"{'location': {'lat': 41.1914, 'lng': 16.59325}, 'viewport': {'northeast': {'lat': 41.19274632989271, 'lng': 16.59461807989272}, 'southwest': {'lat': 41.19004667010726, 'lng': 16.59191842010728}}}",Pizzeria Tuning Car,ChIJNbCvc9D5RxMRigeXCxOONzc,3.4,"['restaurant', 'point_of_interest', 'food', 'establishment']","Viale Papa Giovanni Paolo II, 83, Molfetta","41.191400,16.593250","['martina.t', 'Sergio', 'Tridente', 'Francesco', 'Gadaleta', 'Vitalberto', 'Belgiovine', 'Adriano', 'Garofalo']"
3913,"{'location': {'lat': 41.1988264, 'lng': 16.5996802}, 'viewport': {'northeast': {'lat': 41.20017622989272, 'lng': 16.60103002989272}, 'southwest': {'lat': 41.19747657010728, 'lng': 16.59833037010727}}}",Pizzeria Campo Di Grano,ChIJpS-0LMH5RxMRVLKKdOz-0cA,4.7,"['restaurant', 'point_of_interest', 'food', 'establishment']",Molfetta,"41.198826,16.599680","['Dario', 'Sciancalepore', 'Simone', 'Boccanegra', 'Alessandro', 'Porzia', 'De', 'Pinto', 'Mariolina', 'Marrone']"
3914,"{'location': {'lat': 41.19927000000001, 'lng': 16.58734}, 'viewport': {'northeast': {'lat': 41.20068782989273, 'lng': 16.58871922989272}, 'southwest': {'lat': 41.19798817010728, 'lng': 16.58601957010728}}}",La Rustica,ChIJySRY5Mv5RxMRjx8l26WqBBY,4.3,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via S. Giovanni Bosco, 25, Molfetta","41.199270,16.587340","['Lazzaro', 'Spagnoletti', 'Angela', 'Arborè', 'Giovanna', 'Scardigno', 'Mauro', 'Magarelli', 'Sergio', 'Rutigliano']"
3915,"{'location': {'lat': 41.201533, 'lng': 16.607146}, 'viewport': {'northeast': {'lat': 41.20286557989272, 'lng': 16.60848622989273}, 'southwest': {'lat': 41.20016592010727, 'lng': 16.60578657010728}}}",Timeout,ChIJqTbMOJX5RxMRstRuuqYddsQ,3.7,"['restaurant', 'point_of_interest', 'food', 'establishment']","Lungomare M. Colonna, 116, Molfetta","41.201533,16.607146","['Ignazio', 'Piergiovanni', 'Alfredo', 'Boccianti', 'francesca', 'cappelluti', 'TEINGOKIM', 'Mariangela', 'panunzio']"
3916,"{'location': {'lat': 41.198926, 'lng': 16.596121}, 'viewport': {'northeast': {'lat': 41.20027887989272, 'lng': 16.59747257989272}, 'southwest': {'lat': 41.19757922010728, 'lng': 16.59477292010728}}}",RistoPizza La Porta d'Oro,ChIJx_XM01z5RxMRrjD_Vw6Flqs,4.6,"['meal_delivery', 'bar', 'meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']","Via Massimo D'Azeglio, 61, Molfetta","41.198926,16.596121","['The', 'Livs', 'Gamer', '21', 'Marino', 'Porcelli', 'Gianpaolo', 'Santoro', 'Stefano', 'Catanzaro', 'Havana', 'Group', 'Eventi']"
3917,"{'location': {'lat': 41.2034962, 'lng': 16.5942611}, 'viewport': {'northeast': {'lat': 41.20484602989271, 'lng': 16.59561092989272}, 'southwest': {'lat': 41.20214637010727, 'lng': 16.59291127010728}}}",Pizzeria Paninoteca Rosticceria,ChIJtYAcGbj5RxMRxHU1qJu_Ic0,1.0,"['restaurant', 'point_of_interest', 'food', 'establishment']",Molfetta,"41.203496,16.594261","['Alfredo', 'Capozio']"
3918,"{'location': {'lat': 41.2002904, 'lng': 16.6025921}, 'viewport': {'northeast': {'lat': 41.20168182989273, 'lng': 16.60398067989272}, 'southwest': {'lat': 41.19898217010728, 'lng': 16.60128102010728}}}",Pizzeria Movida,ChIJffAaYsD5RxMRbRVy0ZBt8X4,0.0,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Felice Cavallotti, 48, Molfetta","41.200290,16.602592",['Mr. Hoodoo']
3919,"{'location': {'lat': 41.200282, 'lng': 16.5949179}, 'viewport': {'northeast': {'lat': 41.20159582989272, 'lng': 16.59624697989272}, 'southwest': {'lat': 41.19889617010728, 'lng': 16.59354732010728}}}",Rosticceria Pizzeria Paninoteca Il Buonissimo,ChIJ7f5Hycf5RxMRw1BikFUIb2A,0.0,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Roma, 46, Molfetta","41.200282,16.594918",['Mr. Hoodoo']
3920,"{'location': {'lat': 41.2050674, 'lng': 16.5953266}, 'viewport': {'northeast': {'lat': 41.20639292989272, 'lng': 16.5961348}, 'southwest': {'lat': 41.20369327010727, 'lng': 16.592902}}}",Tom e jerry,ChIJlSANtrn5RxMRCrIlBixtb2c,0.0,"['restaurant', 'point_of_interest', 'food', 'establishment']","Banchina S. Domenico, 1, Molfetta","41.205067,16.595327",['Mr. Hoodoo']
3921,"{'location': {'lat': 41.1944227, 'lng': 16.5959555}, 'viewport': {'northeast': {'lat': 41.19572912989272, 'lng': 16.59736092989272}, 'southwest': {'lat': 41.19302947010727, 'lng': 16.59466127010727}}}",Unglaisc,ChIJpexAYGH5RxMRGR2Nhym9rP8,0.0,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Gorlitz, 53, Molfetta","41.194423,16.595955",['Mr. Hoodoo']
3922,"{'location': {'lat': 41.203667, 'lng': 16.600089}, 'viewport': {'northeast': {'lat': 41.20547587989272, 'lng': 16.60142692989272}, 'southwest': {'lat': 41.20277622010727, 'lng': 16.59872727010728}}}",Pizzeria shrek,ChIJCTpQHmf5RxMRehEhxn3Vn8Q,0.0,"['restaurant', 'point_of_interest', 'food', 'establishment']","Corso Dante Alighieri, 1/c, Molfetta","41.203667,16.600089",['Mr. Hoodoo']
3923,"{'location': {'lat': 37.3112797, 'lng': 13.5876595}, 'viewport': {'northeast': {'lat': 37.31257962989272, 'lng': 13.58900302989272}, 'southwest': {'lat': 37.30987997010727, 'lng': 13.58630337010728}}}",Pizzeria Ristorante Chez Jean 2,ChIJS8WYGlOCEBMRAXonTFq74lQ,3.9,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Cicerone, 23, Agrigento","37.311280,13.587659","['Jose', 'I', 'Rivera', 'Victoria', 'Greenwood', 'RENATO', 'SILLI', 'Francisco', 'Javier', 'Cisneros', 'Carbajosa', 'Laura', 'Jēkabsone']"
3924,"{'location': {'lat': 37.3104168, 'lng': 13.5848854}, 'viewport': {'northeast': {'lat': 37.31176567989272, 'lng': 13.58624302989272}, 'southwest': {'lat': 37.30906602010727, 'lng': 13.58354337010728}}}",Manhattan,ChIJRQHAL1KCEBMRvIuaKRTfsCE,4.1,"['restaurant', 'point_of_interest', 'food', 'establishment']","Salita Madonna degli Angeli, 13, Agrigento","37.310417,13.584885","['赵瑾', 'Emi', 'Lie', 'Alexandre', 'Eyer', 'Damian', 'Iwanicz', 'Irina', 'Heitmann']"
3925,"{'location': {'lat': 37.3152028, 'lng': 13.5718918}, 'viewport': {'northeast': {'lat': 37.31650572989272, 'lng': 13.57325367989272}, 'southwest': {'lat': 37.31380607010728, 'lng': 13.57055402010728}}}",la tana del lupo,ChIJwxJVqF6CEBMR8DH0IN0ZOeo,4.5,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via XXV Aprile, 31, Agrigento","37.315203,13.571892","['Burak', 'Bosluk', 'Veronika', 'Kovacsova', 'Pınar', 'Coşkun', 'Ferdinando', 'Bucci', 'Valeria', 'Castelli']"
3926,"{'location': {'lat': 37.3113841, 'lng': 13.5787219}, 'viewport': {'northeast': {'lat': 37.31270917989272, 'lng': 13.58009187989272}, 'southwest': {'lat': 37.31000952010728, 'lng': 13.57739222010728}}}",U'Strittu di Sant'Anna,ChIJq56FflCCEBMRNl3XbVohFUs,4.2,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Atenea, 236, Agrigento","37.311384,13.578722","['tim', 'edwards', 'Chris', 'Kennedy', 'Jantien', 'Zeven-van', 'der', 'Hucht', 'Bartlomiej', 'Marmur', 'Lidia', 'Orsino']"
3927,"{'location': {'lat': 37.3171632, 'lng': 13.5794986}, 'viewport': {'northeast': {'lat': 37.31853542989273, 'lng': 13.58097887989272}, 'southwest': {'lat': 37.31583577010728, 'lng': 13.57827922010728}}}",Gustissimo,ChIJFTzOoVeCEBMRYgEQFFoWMww,4.5,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Imera, 225, Agrigento","37.317163,13.579499","['J', 've', 'Mijo', 'Đerek', 'Menno', 'Amoraal', 'Mircea', 'Adam', 'M', 'l']"
3928,"{'location': {'lat': 37.3126359, 'lng': 13.571656}, 'viewport': {'northeast': {'lat': 37.31393472989271, 'lng': 13.57297747989272}, 'southwest': {'lat': 37.31123507010727, 'lng': 13.57027782010728}}}",Pizza Lampo,ChIJM6C3Y1yCEBMRTwhthwMiNos,4.5,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Giuseppe Garibaldi, Agrigento","37.312636,13.571656","['Adam', 'K.', 'Europe', 'China', 'jerry', 'video', 'Raphael', 'GG', 'Emanuele', 'Taglialegami']"
3929,"{'location': {'lat': 37.308526, 'lng': 13.586935}, 'viewport': {'northeast': {'lat': 37.30981002989272, 'lng': 13.58824122989272}, 'southwest': {'lat': 37.30711037010728, 'lng': 13.58554157010728}}}",Ristorante Capotavola,ChIJy3XFglKCEBMRGL81coy1TYE,4.1,"['restaurant', 'point_of_interest', 'food', 'establishment']","Viale della Vittoria, 15/17, Agrigento","37.308526,13.586935","['Sheila', 'Grado', 'Mirko', 'Tamburello', 'michele', 'messina', 'Carmelo', 'Vella', 'Boxer', 'Agrigento']"
3930,"{'location': {'lat': 37.3115898, 'lng': 13.5782656}, 'viewport': {'northeast': {'lat': 37.31293962989272, 'lng': 13.57961542989272}, 'southwest': {'lat': 37.31023997010728, 'lng': 13.57691577010728}}}",Trattoria terra&mare,ChIJyxzSf1qCEBMRO2X90von2qE,4.2,"['restaurant', 'point_of_interest', 'food', 'establishment']","Piazza Lena, 7, Agrigento","37.311590,13.578266","['Frida', 'Golja', 'Mike', 'B', 'Petersen', 'caracola', 'azul', 'Jan', 'Pulkrábek', 'Keryn', 'Levick']"
3931,"{'location': {'lat': 37.3114347, 'lng': 13.5718472}, 'viewport': {'northeast': {'lat': 37.31270742989272, 'lng': 13.57316532989272}, 'southwest': {'lat': 37.31000777010728, 'lng': 13.57046567010728}}}",Pizzeria Dante,ChIJ6fbwn1yCEBMR3OPY29QVSaw,4.5,"['meal_delivery', 'meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']","Via Dante Alighieri, 218, Agrigento","37.311435,13.571847","['michele', 'alletto', 'Francesco', 'Sanfilippo', 'Claudio', 'G.', 'Gabriele', 'Zicari', 'Salvatore', 'Indelicato']"
3932,"{'location': {'lat': 37.308706, 'lng': 13.57686}, 'viewport': {'northeast': {'lat': 37.31005582989272, 'lng': 13.57820982989272}, 'southwest': {'lat': 37.30735617010728, 'lng': 13.57551017010728}}}",Il Nuovo Rustichello,ChIJ8chJNkWCEBMR2rWCRhyLMfA,4.0,"['restaurant', 'bar', 'point_of_interest', 'food', 'establishment']","Via Dante Alighieri, 109, Agrigento","37.308706,13.576860","['Larry', 'Neuman', 'Giuseppe', 'Casa', 'Fabio', 'Porpora', 'ely', 'betta', 'Mario', 'MOSCATO']"
3933,"{'location': {'lat': 37.31178860000001, 'lng': 13.5798097}, 'viewport': {'northeast': {'lat': 37.31317817989272, 'lng': 13.58116867989272}, 'southwest': {'lat': 37.31047852010728, 'lng': 13.57846902010728}}}",Operà,ChIJ4-C5jFCCEBMRdiS6tGMEnoQ,4.2,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Atenea, 239, Agrigento","37.311789,13.579810","['Cheryl', 'Stephens', 'James', 'F', 'art', 'deineka', 'Dorota', 'Pomagalska', 'Bazza', 'Com']"
3934,"{'location': {'lat': 37.3087018, 'lng': 13.5795197}, 'viewport': {'northeast': {'lat': 37.31000897989272, 'lng': 13.58085137989272}, 'southwest': {'lat': 37.30730932010728, 'lng': 13.57815172010728}}}",Pizzeria Manzoni di Rosario Salerno,ChIJ7wAT20-CEBMRkbVx29VwDqU,4.6,"['meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']","Via Alessandro Manzoni, 1, Agrigento","37.308702,13.579520","['Jan', 'Czech', 'Andrea', 'Pistacchi', 'MrCozmoc', 'Paolo', 'Pullara', 'Rosalba', 'Cacocciola']"
3935,"{'location': {'lat': 37.3126215, 'lng': 13.5716526}, 'viewport': {'northeast': {'lat': 37.31392707989271, 'lng': 13.57297712989272}, 'southwest': {'lat': 37.31122742010727, 'lng': 13.57027747010728}}}",Pizzeria-Panineria S.Francesco Di Paola,ChIJgYKJeVuCEBMR_jXIWpt2eFY,0.0,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Giuseppe Garibaldi, 176, Agrigento","37.312621,13.571653",['Mr. Hoodoo']
3936,"{'location': {'lat': 37.3194497, 'lng': 13.5820164}, 'viewport': {'northeast': {'lat': 37.32079952989272, 'lng': 13.58336622989272}, 'southwest': {'lat': 37.31809987010728, 'lng': 13.58066657010728}}}",Pizzeria Al Quadrivio Da Marco,ChIJazKzhPiCEBMRNvtaQKs38O8,4.0,"['restaurant', 'point_of_interest', 'food', 'establishment']",Agrigento,"37.319450,13.582016","['Marco', 'Caruana', 'Marcella', 'Bellavia', 'Salvatore', 'Massimino', 'Assuntina', 'Falzone']"
3937,"{'location': {'lat': 37.3197718, 'lng': 13.5819887}, 'viewport': {'northeast': {'lat': 37.32113032989272, 'lng': 13.58329892989272}, 'southwest': {'lat': 37.31843067010728, 'lng': 13.58059927010728}}}",Punto Pizza,ChIJJR1ihfiCEBMRPeiBUCk7TUs,4.6,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Mazzini, 16, Agrigento","37.319772,13.581989","['Giacomo', 'tortorici', 'emilio', 'fedele', 'Flavia', 'Tornabene', 'Pietro', 'Licata', 'salvatore', 'marchica']"
3938,"{'location': {'lat': 37.30994750000001, 'lng': 13.5836259}, 'viewport': {'northeast': {'lat': 37.31131232989272, 'lng': 13.58498847989272}, 'southwest': {'lat': 37.30861267010728, 'lng': 13.58228882010728}}}",Siculò,ChIJRzrKjVGCEBMRIW7t-S5shz4,4.4,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Luigi Pirandello, 21, Agrigento","37.309948,13.583626","['Miroslav', 'Sedláček', 'Vlad', 'Bacila', 'Pacik', 'Anem', 'Ewelina', 'Czuczman', 'Francis', 'Kwok']"
3939,"{'location': {'lat': 37.3086885, 'lng': 13.5795579}, 'viewport': {'northeast': {'lat': 37.30999702989271, 'lng': 13.58089017989272}, 'southwest': {'lat': 37.30729737010727, 'lng': 13.57819052010728}}}","Pizzeria e Gastronomia ""Manzoni""",ChIJZe514U-CEBMRPyoUjjlSZDw,4.3,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Alessandro Manzoni, 3, Agrigento","37.308689,13.579558","['mauro', 'alfano', 'Annalisa', 'Maltese', 'angelo', 'antinoro', 'Armando', 'Grillo']"
3940,"{'location': {'lat': 37.3080912, 'lng': 13.5867212}, 'viewport': {'northeast': {'lat': 37.30951257989272, 'lng': 13.58811772989272}, 'southwest': {'lat': 37.30681292010727, 'lng': 13.58541807010728}}}",Aguglia Persa,ChIJj1nJflKCEBMRxe0EwJU3haQ,4.6,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Francesco Crispi, 34, Agrigento","37.308091,13.586721","['Denise', 'Emre', 'Bilgin', 'Erika', 'Gentry', 'Matthias', 'Malago', 'Q', 'C']"
3941,"{'location': {'lat': 37.3093274, 'lng': 13.5863467}, 'viewport': {'northeast': {'lat': 37.31065577989272, 'lng': 13.58769062989272}, 'southwest': {'lat': 37.30795612010728, 'lng': 13.58499097010728}}}",Kalos,ChIJswzYZ1KCEBMRH1YLvV0rlYA,4.6,"['restaurant', 'point_of_interest', 'food', 'establishment']","Salita Filino, 1, Agrigento","37.309327,13.586347","['SArah', 'QIN', 'Marco', 'Bonechi', 'C', 'Vila', 'John', 'Montgomery', 'Maryna', 'Dymovich']"
